Mody lammps parameter 2023-02-25 12:47:10.380503
113 atoms
115 bonds
225 angles
321 dihedrals
144 impropers

Types

1 1
2 3
3 3
4 3
5 1
6 3
7 3
8 1
9 1
10 3
11 3
12 5
13 1
14 3
15 3
16 1
17 1
18 3
19 3
20 1
21 3
22 3
23 3
24 1
25 3
26 3
27 6
28 2
29 1
30 3
31 3
32 5
33 1
34 3
35 3
36 1
37 1
38 3
39 3
40 1
41 3
42 3
43 3
44 1
45 3
46 3
47 5
48 1
49 3
50 3
51 1
52 1
53 3
54 3
55 1
56 3
57 3
58 3
59 1
60 3
61 3
62 4
63 1
64 3
65 3
66 1
67 3
68 3
69 3
70 1
71 3
72 3
73 4
74 1
75 3
76 3
77 1
78 3
79 3
80 3
81 1
82 3
83 3
84 1
85 1
86 3
87 3
88 5
89 1
90 3
91 3
92 1
93 1
94 3
95 3
96 1
97 3
98 3
99 3
100 1
101 3
102 3
103 4
104 1
105 3
106 3
107 1
108 3
109 3
110 4
111 1
112 3
113 3

Charges

1 -0.1590
2 0.0530
3 0.0530
4 0.0530
5 -0.1060
6 0.0530
7 0.0530
8 0.0000
9 0.0270
10 0.0530
11 0.0530
12 -0.2660
13 0.0270
14 0.0530
15 0.0530
16 0.0000
17 -0.1060
18 0.0530
19 0.0530
20 -0.1590
21 0.0530
22 0.0530
23 0.0530
24 0.0270
25 0.0530
26 0.0530
27 -0.5571
28 0.4241
29 0.0270
30 0.0530
31 0.0530
32 -0.2660
33 0.0270
34 0.0530
35 0.0530
36 0.0000
37 -0.1060
38 0.0530
39 0.0530
40 -0.1590
41 0.0530
42 0.0530
43 0.0530
44 0.0270
45 0.0530
46 0.0530
47 -0.2660
48 0.0270
49 0.0530
50 0.0530
51 0.0000
52 -0.1060
53 0.0530
54 0.0530
55 -0.1590
56 0.0530
57 0.0530
58 0.0530
59 0.0270
60 0.0530
61 0.0530
62 -0.2660
63 0.0270
64 0.0530
65 0.0530
66 -0.1590
67 0.0530
68 0.0530
69 0.0530
70 0.0270
71 0.0530
72 0.0530
73 -0.2660
74 0.0270
75 0.0530
76 0.0530
77 -0.1590
78 0.0530
79 0.0530
80 0.0530
81 -0.1060
82 0.0530
83 0.0530
84 0.0000
85 0.0270
86 0.0530
87 0.0530
88 -0.2660
89 0.0270
90 0.0530
91 0.0530
92 0.0000
93 -0.1060
94 0.0530
95 0.0530
96 -0.1590
97 0.0530
98 0.0530
99 0.0530
100 0.0270
101 0.0530
102 0.0530
103 -0.2660
104 0.0270
105 0.0530
106 0.0530
107 0.0270
108 0.0530
109 0.0530
110 -0.2660
111 0.0270
112 0.0530
113 0.0530

Coords

1 16.8229258240 0.5109211650 10.1698497076
2 17.4412800923 0.9465047685 10.9459739175
3 17.3826051699 -0.4510737439 9.9861154532
4 15.8013144238 0.2153570182 10.5210266552
5 16.7466343694 1.3084471673 8.8586612333
6 16.2545105882 2.2641990832 9.0064672865
7 16.0471783896 0.8073482847 8.1303051231
8 18.0532663184 1.5717442424 8.1397450181
9 17.7735218067 2.0129636672 6.6367936750
10 16.8395333645 2.4929011817 6.7138027291
11 18.5714694853 2.7596513057 6.2247604125
12 17.8299968729 0.9908146114 5.6732157046
13 16.7187817815 0.1720141046 5.4803705692
14 16.4242366455 -0.2792347453 6.4157665067
15 17.1531416250 -0.6977431843 4.9117990410
16 15.4008943558 0.6560284832 4.7217046283
17 15.6888690354 0.5137452731 3.1585648132
18 15.7078696841 -0.5796600549 2.8625822458
19 14.7807563188 0.7989122480 2.5985580252
20 16.9724011968 1.2047350966 2.7084553550
21 17.1785270006 2.1411081080 3.2691558042
22 17.9201576102 0.5407146210 2.7717729073
23 16.8376703596 1.5568204273 1.7228449226
24 14.3435440011 -0.4445655240 5.0277045667
25 14.5735616453 -1.5408339805 4.8363444121
26 14.2259782645 -0.5004810300 6.0888213654
27 13.1336355739 -0.1386825766 4.3753319173
28 12.4172823787 -0.7126690642 4.6810889306
29 14.7218302357 2.0373784240 5.0303313015
30 13.9050396600 2.2737403767 4.3576321329
31 15.4086764496 2.8437318192 4.8711992096
32 14.3806243030 2.2353969999 6.4172634460
33 12.9776566587 2.2079155676 6.7656931292
34 12.3758254781 2.3854222012 5.8776664821
35 12.8145926531 1.2135177540 7.1616733823
36 12.6092887597 3.2123230244 7.8794007472
37 11.1365309017 2.9229619541 8.3934712614
38 10.4260122384 2.7482307622 7.4899168914
39 11.1653929809 1.8834207257 8.8795530084
40 10.4951946773 3.9832000224 9.2933973399
41 10.3087544436 4.8887491520 8.7041507276
42 11.1416927779 4.1967305869 10.2196767563
43 9.5440823239 3.6224907382 9.7001544018
44 12.8861535738 4.6492268326 7.4262415122
45 13.9414901012 4.6916647498 7.0095818388
46 12.9541009481 5.3225632776 8.3297187504
47 11.9639128874 5.2131519386 6.5283544691
48 12.3258809959 4.9550997113 5.1035048643
49 11.8216535155 4.0053176467 4.8788332106
50 13.4020536596 4.8102824451 4.9890262344
51 11.7611162181 5.9778131343 4.0896766227
52 12.0377284174 5.5807966016 2.5787122789
53 12.9851792655 4.9628260402 2.6018419118
54 11.2339832120 4.8449908788 2.2026933012
55 12.1432481110 6.8266759101 1.6053116827
56 11.7732085230 6.5813947776 0.5675210572
57 13.1274718537 7.1686893315 1.6179455858
58 11.5892768496 7.7210406228 1.8237811821
59 12.0953405403 7.4148933026 4.6692678527
60 12.3406890081 8.1141277597 3.9274786589
61 12.8770216593 7.4774945936 5.3734899799
62 10.7879636642 7.5357792840 5.2464160714
63 10.3496278336 6.5302360227 4.3871188791
64 9.9833781910 7.0443985471 3.4652065515
65 9.4466032211 5.9151467442 4.6463553876
66 13.6441256051 2.9885693045 9.0305403770
67 13.7566386186 1.9226159180 9.1201508784
68 14.6422095344 3.4637212158 8.9115053519
69 13.1931166347 3.3758456668 9.9193261985
70 19.0151854511 2.5969954999 8.8163598063
71 18.9410172767 3.6748146859 8.7828731027
72 19.1904218181 2.4260442639 9.9513858681
73 20.1821843589 1.9569353938 8.2816542628
74 19.3667964769 0.7514816818 8.2648632599
75 19.5464400466 0.2083235620 9.1751408736
76 19.7036887342 0.0645944923 7.5138969278
77 6.2935432247 20.7278550122 20.5763415195
78 6.1890499215 19.6352834863 20.5699104964
79 6.8081177455 20.9279035336 21.4905019130
80 7.0312850992 21.0742296017 19.7607847269
81 4.8724897766 21.3256411345 20.6153935878
82 4.3187959886 20.8468979589 19.7717079465
83 4.2926384856 21.0444893222 21.5455472002
84 4.7914493491 22.8895931643 20.3251909224
85 5.5153543515 23.7421351359 21.3725327297
86 5.4712865099 23.3866010972 22.3847756812
87 4.9703924001 24.7618839849 21.4937029358
88 6.8295303044 23.8081035426 20.9066922470
89 7.7455964838 24.3620610741 21.8667795218
90 7.6838293528 23.7767458689 22.8307683825
91 7.3570646216 25.3165155523 22.0676547371
92 9.1580377271 24.2824408810 21.2936648994
93 10.0774855722 24.5240315824 22.5393694961
94 10.0973739035 25.6297582853 22.6293159793
95 9.6345244373 24.1030824062 23.4359502457
96 11.4991871729 23.9966289012 22.5809659736
97 11.7881938646 23.9362250562 23.6970558977
98 11.5882732898 22.8885667041 22.3126771314
99 12.2713907077 24.4608927454 21.9999234033
100 9.4040938821 25.2786082312 20.1551877158
101 9.6933023723 26.2739908300 20.3440903169
102 8.5535087380 25.3366821155 19.4719950893
103 10.4375425970 24.4501800464 19.5968053235
104 9.6898477760 23.3511522459 20.1919422770
105 8.9524383480 23.1190506243 19.3201327311
106 10.3187409241 22.4354508731 20.3459845518
107 5.0146798140 23.2117604979 18.8515604683
108 5.5464494853 22.6797601209 18.0360524524
109 5.2515196117 24.3185094731 18.8198178275
110 3.6555075623 22.9198184508 18.5180069440
111 3.3589246807 23.2605264011 19.9051416739
112 2.5523685176 22.6289646981 20.3564978233
113 2.8917136802 24.2852920802 19.9480459285

Bonds

1 1 1 5
2 2 1 2
3 2 1 3
4 2 1 4
5 1 5 8
6 2 5 6
7 2 5 7
8 1 8 70
9 1 8 9
10 1 8 74
11 4 9 12
12 2 9 10
13 2 9 11
14 4 13 12
15 1 13 16
16 2 13 14
17 2 13 15
18 1 16 29
19 1 16 17
20 1 16 24
21 1 17 20
22 2 17 18
23 2 17 19
24 2 20 21
25 2 20 22
26 2 20 23
27 5 24 27
28 2 24 25
29 2 24 26
30 6 28 27
31 4 29 32
32 2 29 30
33 2 29 31
34 4 33 32
35 1 33 36
36 2 33 34
37 2 33 35
38 1 36 66
39 1 36 37
40 1 36 44
41 1 37 40
42 2 37 38
43 2 37 39
44 2 40 41
45 2 40 42
46 2 40 43
47 4 44 47
48 2 44 45
49 2 44 46
50 4 48 47
51 1 48 51
52 2 48 49
53 2 48 50
54 1 51 59
55 1 51 52
56 1 51 63
57 1 52 55
58 2 52 53
59 2 52 54
60 2 55 56
61 2 55 57
62 2 55 58
63 3 59 62
64 2 59 60
65 2 59 61
66 3 63 62
67 2 63 64
68 2 63 65
69 2 66 67
70 2 66 68
71 2 66 69
72 3 70 73
73 2 70 71
74 2 70 72
75 3 74 73
76 2 74 75
77 2 74 76
78 1 77 81
79 2 77 78
80 2 77 79
81 2 77 80
82 1 81 84
83 2 81 82
84 2 81 83
85 1 84 107
86 1 84 85
87 1 84 111
88 4 85 88
89 2 85 86
90 2 85 87
91 4 89 88
92 1 89 92
93 2 89 90
94 2 89 91
95 1 92 100
96 1 92 93
97 1 92 104
98 1 93 96
99 2 93 94
