Mody lammps parameter 2023-03-10 23:10:56.136937

	74 atoms
	8 atom types
	35 angle types
	14 bond types
	68 dihedral types
	45 improper types

	85 bonds
	186 angles
	348 dihedrals
	120 impropers

	0.0 43.46879561 xlo xhi
	0.0 43.46879561 ylo yhi
	0.0 43.46879561 zlo zhi

Masses

1	12.01115	#	C
2	12.01115	#	C
3	12.01115	#	C
4	1.00797	#	H
5	1.00797	#	H
6	15.99940	#	O
7	15.99940	#	O
8	15.99940	#	O


Atoms

1	1	8	-0.5571	28.4329287264	8.5860019739	10.3265499303	#	oh
2	1	4	0.4241	28.6877605431	9.3366853322	9.8565368040	#	h
3	1	2	0.0800	28.0896500540	8.9513604497	11.6270740073	#	c1
4	1	5	0.0530	27.7443973447	9.9587966108	11.6814755037	#	hc
5	1	2	0.0800	27.0443245767	8.0091931869	12.2595188568	#	c1
6	1	5	0.0530	26.6698916149	7.3416133051	11.4286300193	#	hc
7	1	2	-0.0530	27.8257887950	7.2676547688	13.3628768350	#	c1
8	1	5	0.0530	27.3106983308	6.3119337422	13.6443071335	#	hc
9	1	2	-0.0530	28.0649768361	8.2519356500	14.5214707309	#	c1
10	1	5	0.0530	27.1337347883	8.7892371746	14.8966653621	#	hc
11	1	2	0.0800	28.7742159625	7.7306672473	15.7819051145	#	c1
12	1	5	0.0530	28.6408991387	6.6389071368	16.1239764565	#	hc
13	1	6	-0.2660	28.9496827197	8.6963754862	16.8292823661	#	o3e
14	1	2	0.0800	30.0360809671	8.4827377065	15.9421314449	#	c1
15	1	5	0.0530	30.9770425406	8.0404821982	16.2862981360	#	hc
16	1	1	-0.1060	30.0637048196	9.6247781689	14.9137448980	#	c
17	1	5	0.0530	29.9483609058	10.6296693906	15.4119845416	#	hc
18	1	5	0.0530	31.0972945339	9.6880130840	14.4944701899	#	hc
19	1	2	-0.0530	28.9407457019	9.2884384179	13.9045720979	#	c1
20	1	5	0.0530	28.4462998726	10.2936409410	13.7152409789	#	hc
21	1	2	-0.0530	29.2693099614	8.7317213092	12.5865518100	#	c1
22	1	5	0.0530	30.2280791167	9.1550633295	12.2497220482	#	hc
23	1	1	-0.1060	29.2716675677	7.2154168565	12.8133430908	#	c
24	1	5	0.0530	29.6120913239	6.5602414622	12.0352578828	#	hc
25	1	5	0.0530	29.9803381578	6.9716670724	13.5945253258	#	hc
26	1	7	-0.2660	25.8229045899	8.5882889659	12.6744009280	#	oc
27	1	2	0.0800	25.2009913609	9.8124646292	13.2021374450	#	c1
28	1	5	0.0530	25.8935022999	10.5600473979	13.6727077985	#	hc
29	1	2	0.0800	24.4650303258	10.4857921424	11.9401858629	#	c1
30	1	5	0.0530	23.9137658585	11.2981492265	12.3588126784	#	hc
31	1	7	-0.2660	25.3964216673	11.0800830930	10.9943569909	#	oc
32	1	2	0.0800	25.1453783966	12.4205758212	10.4434662464	#	c1
33	1	5	0.0530	25.6786490299	13.1112851508	11.0875038878	#	hc
34	1	1	-0.1060	23.7329973084	12.8698524773	10.1972188275	#	c
35	1	5	0.0530	23.6880268661	13.9558436737	10.3653122446	#	hc
36	1	5	0.0530	23.0978527504	12.4626804329	10.9520552359	#	hc
37	1	2	-0.0530	23.4950693331	12.6440352108	8.6017012298	#	c1
38	1	5	0.0530	22.4920641453	12.8683117743	8.3226250762	#	hc
39	1	1	-0.1060	24.8013908176	13.4201160738	8.1476377078	#	c
40	1	5	0.0530	25.0505208960	13.2839092611	7.0696471388	#	hc
41	1	5	0.0530	24.8767072120	14.4983954631	8.4045522689	#	hc
42	1	2	-0.0530	25.6886190044	12.4463825080	8.9380470841	#	c1
43	1	5	0.0530	26.7725954531	12.6586841744	8.8421567354	#	hc
44	1	2	-0.0530	25.3875761177	11.1767004083	8.0605340956	#	c1
45	1	5	0.0530	25.8245382088	11.4145020266	7.0407909908	#	hc
46	1	1	-0.1060	25.7732669600	9.6509957465	8.3633856044	#	c
47	1	5	0.0530	26.3632574962	9.4163860003	9.3483229241	#	hc
48	1	5	0.0530	26.4577184101	9.1943766418	7.5524132170	#	hc
49	1	2	0.0800	24.4770485130	8.8809059080	8.2208397178	#	c1
50	1	5	0.0530	24.4206832692	7.9731059370	8.8229525959	#	hc
51	1	6	-0.2660	23.6579575715	9.1137243278	7.0733068523	#	o3e
52	1	2	0.0800	23.3389086720	9.8024490850	8.3119211150	#	c1
53	1	5	0.0530	22.3269612628	9.5643345731	8.6728926306	#	hc
54	1	2	-0.0530	23.8063585021	11.2676586353	7.9404852081	#	c1
55	1	5	0.0530	23.5631112577	11.3902802778	6.8737965488	#	hc
56	1	1	-0.1060	23.6108052204	9.3036456868	11.4025576669	#	c
57	1	5	0.0530	24.2030923911	8.6172690136	10.7649862698	#	hc
58	1	5	0.0530	22.8084189542	9.6278930163	10.7895062754	#	hc
59	1	2	-0.0530	23.1081210891	8.6266833489	12.6996796793	#	c1
60	1	5	0.0530	22.0519911691	8.9164687453	12.7552254534	#	hc
61	1	2	-0.0530	23.3569858632	6.9948866901	13.0763471901	#	c1
62	1	5	0.0530	24.2821880972	7.0380017799	12.5016112189	#	hc
63	1	1	-0.1060	22.4521715997	7.3765782543	14.2941284699	#	c
64	1	5	0.0530	21.4345656225	7.7095124312	13.9557868686	#	hc
65	1	5	0.0530	22.0339611699	6.4760654257	14.8295093187	#	hc
66	1	2	-0.0530	23.2951906302	8.4366553269	15.0899341494	#	c1
67	1	5	0.0530	22.7255380538	9.1218346945	15.7955077210	#	hc
68	1	2	-0.0530	23.8300800824	9.3794295788	13.8881534152	#	c1
69	1	5	0.0530	23.3372785927	10.3440859365	14.0350278112	#	hc
70	1	2	0.0800	24.1594439131	7.3176675311	15.6518327527	#	c1
71	1	5	0.0530	24.0087739098	7.0698766699	16.6416698805	#	hc
72	1	2	0.0800	24.3332722091	6.3622069085	14.4255287654	#	c1
73	1	5	0.0530	25.2703598408	5.9512737476	14.0170157000	#	hc
74	1	6	-0.2660	25.3874278573	7.3901560411	14.9877914567	#	o3e


Bonds

1	10	3	1	#	c1,oh
2	14	2	1	#	h,oh
3	5	3	5	#	c1,c1
4	5	3	21	#	c1,c1
5	7	3	4	#	c1,hc
6	9	5	26	#	c1,oc
7	5	5	7	#	c1,c1
8	7	5	6	#	c1,hc
9	5	7	9	#	c1,c1
10	2	23	7	#	c,c1
11	7	7	8	#	c1,hc
12	5	9	11	#	c1,c1
13	5	9	19	#	c1,c1
14	7	9	10	#	c1,hc
15	8	11	13	#	c1,o3e
16	5	11	14	#	c1,c1
17	7	11	12	#	c1,hc
18	8	14	13	#	c1,o3e
19	2	16	14	#	c,c1
20	7	14	15	#	c1,hc
21	2	16	19	#	c,c1
22	4	16	17	#	c,hc
23	4	16	18	#	c,hc
24	5	19	21	#	c1,c1
25	7	19	20	#	c1,hc
26	2	23	21	#	c,c1
27	7	21	22	#	c1,hc
28	4	23	24	#	c,hc
29	4	23	25	#	c,hc
30	9	27	26	#	c1,oc
31	5	27	29	#	c1,c1
32	5	27	68	#	c1,c1
33	7	27	28	#	c1,hc
34	2	56	29	#	c,c1
35	9	29	31	#	c1,oc
36	7	29	30	#	c1,hc
37	9	32	31	#	c1,oc
38	2	34	32	#	c,c1
39	5	32	42	#	c1,c1
40	7	32	33	#	c1,hc
41	2	34	37	#	c,c1
42	4	34	35	#	c,hc
43	4	34	36	#	c,hc
44	2	39	37	#	c,c1
45	5	37	54	#	c1,c1
46	7	37	38	#	c1,hc
47	2	39	42	#	c,c1
48	4	39	40	#	c,hc
49	4	39	41	#	c,hc
50	5	42	44	#	c1,c1
51	7	42	43	#	c1,hc
52	2	46	44	#	c,c1
53	5	44	54	#	c1,c1
54	7	44	45	#	c1,hc
55	2	46	49	#	c,c1
56	4	46	47	#	c,hc
57	4	46	48	#	c,hc
58	8	49	51	#	c1,o3e
59	5	49	52	#	c1,c1
60	7	49	50	#	c1,hc
61	8	52	51	#	c1,o3e
62	5	52	54	#	c1,c1
63	7	52	53	#	c1,hc
64	7	54	55	#	c1,hc
65	2	56	59	#	c,c1
66	4	56	57	#	c,hc
67	4	56	58	#	c,hc
68	5	59	61	#	c1,c1
69	5	59	68	#	c1,c1
70	7	59	60	#	c1,hc
71	2	63	61	#	c,c1
72	5	61	72	#	c1,c1
73	7	61	62	#	c1,hc
74	2	63	66	#	c,c1
75	4	63	64	#	c,hc
76	4	63	65	#	c,hc
77	5	66	70	#	c1,c1
78	5	66	68	#	c1,c1
79	7	66	67	#	c1,hc
80	7	68	69	#	c1,hc
81	5	70	72	#	c1,c1
82	8	70	74	#	c1,o3e
83	7	70	71	#	c1,hc
84	8	72	74	#	c1,o3e
85	7	72	73	#	c1,hc


Angles

1	19	5	3	1	#	c1,c1,oh
2	19	21	3	1	#	c1,c1,oh
3	34	4	3	1	#	hc,c1,oh
4	25	3	1	2	#	c1,oh,h
5	18	3	5	26	#	c1,c1,oc
6	14	3	5	7	#	c1,c1,c1
7	16	3	5	6	#	c1,c1,hc
8	14	3	21	19	#	c1,c1,c1
9	4	23	21	3	#	c,c1,c1
10	16	3	21	22	#	c1,c1,hc
11	16	5	3	4	#	c1,c1,hc
12	16	21	3	4	#	c1,c1,hc
13	14	5	3	21	#	c1,c1,c1
14	24	5	26	27	#	c1,oc,c1
15	14	5	7	9	#	c1,c1,c1
16	4	23	7	5	#	c,c1,c1
17	16	5	7	8	#	c1,c1,hc
18	33	6	5	26	#	hc,c1,oc
19	16	7	5	6	#	c1,c1,hc
20	18	7	5	26	#	c1,c1,oc
21	14	7	9	11	#	c1,c1,c1
22	14	7	9	19	#	c1,c1,c1
23	16	7	9	10	#	c1,c1,hc
24	11	7	23	21	#	c1,c,c1
25	13	7	23	24	#	c1,c,hc
26	13	7	23	25	#	c1,c,hc
