LAMMPS output created by EMC v9.4.4, build Jul 27 2022 18:02:20

         107  atoms
         109  bonds
         210  angles
         273  dihedrals
         132  impropers

           8  atom types
          12  bond types
          25  angle types
          34  dihedral types
          21  improper types

             0    47.63334493  xlo xhi
             0    47.63334493  ylo yhi
             0    47.63334493  zlo zhi

Masses

       1   12.01115  # c
       2   12.01115  # c1
       3   12.01115  # c3h
       4    1.00797  # h
       5    1.00797  # hc
       6   15.99940  # o3e
       7   15.99940  # oc
       8   15.99940  # oh

Atoms

       1       1   1 -0.1590  20.6100224146  17.8768950091  20.9657448058  # c
       2       1   5  0.0530  19.5038732656  17.7804762648  20.9971266294  # hc
       3       1   5  0.0530  20.9785595519  17.3720430655  20.0357213312  # hc
       4       1   5  0.0530  21.1059961260  17.2008547705  21.7254550155  # hc
       5       1   1  0.0000  20.9609111967  19.3244307841  21.2530369257  # c
       6       1   1  0.0270  20.6662125896  19.7153073636  22.7804414411  # c
       7       1   5  0.0530  20.5068692441  20.7996872548  22.7224983162  # hc
       8       1   5  0.0530  21.4481160622  19.5692253774  23.5354145809  # hc
       9       1   7 -0.2660  19.4297053719  19.1764821038  23.2364896436  # oc
      10       1   1  0.0270  18.3303233713  20.0816748532  23.3659016857  # c
      11       1   5  0.0530  18.1750407652  20.9296422722  22.5905380770  # hc
      12       1   5  0.0530  18.4958874536  20.5724849869  24.3830412667  # hc
      13       1   2  0.0800  17.0437624672  19.1388946818  23.5230504802  # c1
      14       1   5  0.0530  17.2412340187  18.4573159142  22.7683519701  # hc
      15       1   1  0.0270  15.6114764898  19.8305062491  23.1973544502  # c
      16       1   5  0.0530  15.2875383983  20.4009313787  24.0608215152  # hc
      17       1   5  0.0530  14.9093992921  19.0424741326  23.0565854555  # hc
      18       1   8 -0.5571  15.5376496449  20.7311720817  22.0718917180  # oh
      19       1   4  0.4241  16.0041825107  21.5145756022  22.3611447739  # h
      20       1   7 -0.2660  17.1384531471  18.3327194885  24.7044417500  # oc
      21       1   1  0.0270  16.4191932678  18.5602647994  25.9388856721  # c
      22       1   5  0.0530  17.0093017692  17.9841228732  26.6240288669  # hc
      23       1   5  0.0530  16.4772681274  19.6650224903  26.2598264333  # hc
      24       1   1 -0.1060  14.9757207398  17.9890191224  26.0672705168  # c
      25       1   5  0.0530  14.2391506502  18.8086797597  26.1009119818  # hc
      26       1   5  0.0530  14.8801435321  17.4349636003  27.0676095199  # hc
      27       1   1  0.0270  14.4500210622  16.9648206021  25.0485436752  # c
      28       1   5  0.0530  13.4869384495  16.5372246502  25.3975386172  # hc
      29       1   5  0.0530  14.2632728371  17.2894404268  24.0513631711  # hc
      30       1   7 -0.2660  15.4853151013  15.9676839796  24.9734276659  # oc
      31       1   1  0.0270  15.4147626425  14.8809628148  24.0037355627  # c
      32       1   5  0.0530  15.3471894142  14.0429018774  24.7028754228  # hc
      33       1   5  0.0530  14.5124522150  14.9180940732  23.4497153452  # hc
      34       1   1  0.0000  16.6719998466  14.8283755360  23.0652072877  # c
      35       1   1 -0.1590  16.4350703404  15.8506585689  21.8958349015  # c
      36       1   5  0.0530  17.3305023219  16.0907217747  21.2196596075  # hc
      37       1   5  0.0530  15.6342663556  15.5749568535  21.1584534323  # hc
      38       1   5  0.0530  16.1803655557  16.8241579455  22.3644977888  # hc
      39       1   1  0.0270  16.8273110721  13.3804716954  22.4678761763  # c
      40       1   5  0.0530  17.3501847454  12.6442521777  23.1114202878  # hc
      41       1   5  0.0530  17.5948017765  13.5133822808  21.7056020001  # hc
      42       1   7 -0.2660  15.6990168810  12.8568392948  21.8980883612  # oc
      43       1   1  0.0270  15.0425132626  11.8752609111  22.6606228831  # c
      44       1   5  0.0530  15.7035380852  10.9847623235  22.7921635231  # hc
      45       1   5  0.0530  14.7078544623  12.1837077115  23.6046178098  # hc
      46       1   3  0.0800  13.9255148201  11.4272358812  21.6592994609  # c3h
      47       1   5  0.0530  14.4261861759  11.2440844861  20.6977799155  # hc
      48       1   6 -0.2660  12.7867236747  12.2760280612  21.5248552333  # o3e
      49       1   1  0.0270  12.5646812339  10.8580485232  21.9045331362  # c
      50       1   5  0.0530  11.9715538730  10.7291647913  22.8414606996  # hc
      51       1   5  0.0530  11.9821642116  10.4586477561  21.0835241089  # hc
      52       1   1 -0.1590  18.0702366492  15.1889086690  23.8120342499  # c
      53       1   5  0.0530  18.1353685897  15.1842334793  24.8937990053  # hc
      54       1   5  0.0530  18.8549188111  14.5683879844  23.3111447124  # hc
      55       1   5  0.0530  18.2226090335  16.2807806472  23.5993390689  # hc
      56       1   1 -0.1590  19.9813337281  20.2264699469  20.3675803851  # c
      57       1   5  0.0530  20.3338584058  21.2331776430  20.2675106202  # hc
      58       1   5  0.0530  18.9020636818  20.2248497629  20.7548318141  # hc
      59       1   5  0.0530  19.9350908735  19.7958557440  19.3879401045  # hc
      60       1   1  0.0270  22.3831490043  19.7187309415  20.9564052875  # c
      61       1   5  0.0530  22.6062653166  20.7991890042  21.1840815653  # hc
      62       1   5  0.0530  22.9302042327  19.2515109019  21.7795010014  # hc
      63       1   7 -0.2660  22.9992959738  19.1902618068  19.7986183596  # oc
      64       1   1  0.0270  22.5864829234  19.7665732828  18.4735652956  # c
      65       1   5  0.0530  21.4818051566  19.8894698517  18.4009131856  # hc
      66       1   5  0.0530  22.7546045509  18.9202548025  17.8142900983  # hc
      67       1   3  0.0800  23.2872927329  21.0725877768  18.1127990214  # c3h
      68       1   5  0.0530  23.3376891576  21.7563646729  18.9553429712  # hc
