LAMMPS output created by EMC v9.4.4, build Jul 27 2022 18:02:20

          65  atoms
          67  bonds
         114  angles
         156  dihedrals
          54  impropers

           7  atom types
          11  bond types
          19  angle types
          29  dihedral types
          15  improper types

      81      13      41      40      49  # cp,cp,cp
      82      13      41      43      45  # cp,cp,cp
      83      14      41      43      44  # cp,cp,hc
      84      14      43      41      42  # cp,cp,hc
      85      13      43      45      47  # cp,cp,cp
      86      14      43      45      46  # cp,cp,hc
      87      14      45      43      44  # cp,cp,hc
      88      13      45      47      49  # cp,cp,cp
      89      14      45      47      48  # cp,cp,hc
      90      14      47      45      46  # cp,cp,hc
      91      14      47      49      50  # cp,cp,hc
      92      14      49      47      48  # cp,cp,hc
      93       8      51      54      55  # c,oc,cp
      94      17      52      51      54  # hc,c,oc
      95      16      52      51      53  # hc,c,hc
      96      17      53      51      54  # hc,c,oc
      97      15      56      55      54  # cp,cp,oc
      98      15      64      55      54  # cp,cp,oc
      99      13      55      56      58  # cp,cp,cp
     100      14      55      56      57  # cp,cp,hc
     101      13      55      64      62  # cp,cp,cp
     102      14      55      64      65  # cp,cp,hc
     103      13      56      55      64  # cp,cp,cp
     104      13      56      58      60  # cp,cp,cp
     105      14      56      58      59  # cp,cp,hc
     106      14      58      56      57  # cp,cp,hc
     107      13      58      60      62  # cp,cp,cp
     108      14      58      60      61  # cp,cp,hc
     109      14      60      58      59  # cp,cp,hc
     110      13      60      62      64  # cp,cp,cp
     111      14      60      62      63  # cp,cp,hc
     112      14      62      60      61  # cp,cp,hc
     113      14      62      64      65  # cp,cp,hc
     114      14      64      62      63  # cp,cp,hc

Dihedrals

       1       7      51       6       3       1  # c,c1,c,oh
       2      29       8       6       3       1  # oc,c1,c,oh
       3      25       7       6       3       1  # hc,c1,c,oh
       4      13       6       3       1       2  # c1,c,oh,h
       5      19       2       1       3       4  # h,oh,c,hc
       6      19       2       1       3       5  # h,oh,c,hc
       7       6       3       6      51      54  # c,c1,c,oc
       8       5       3       6      51      52  # c,c1,c,hc
       9       5       3       6      51      53  # c,c1,c,hc
      10       8       3       6       8       9  # c,c1,oc,c
      11       5      51       6       3       4  # c,c1,c,hc
      12      23       4       3       6       8  # hc,c,c1,oc
      13      22       4       3       6       7  # hc,c,c1,hc
      14       5      51       6       3       5  # c,c1,c,hc
      15      23       5       3       6       8  # hc,c,c1,oc
      16      22       5       3       6       7  # hc,c,c1,hc
      17      12       6      51      54      55  # c1,c,oc,cp
      18      11      12       9       8       6  # c1,c,oc,c1
      19      14       6       8       9      10  # c1,oc,c,hc
      20      14       6       8       9      11  # c1,oc,c,hc
      21      24       7       6      51      54  # hc,c1,c,oc
      22      22      52      51       6       7  # hc,c,c1,hc
      23      22      53      51       6       7  # hc,c,c1,hc
      24       9       9       8       6       7  # c,oc,c1,hc
      25      28      54      51       6       8  # oc,c,c1,oc
      26      23      52      51       6       8  # hc,c,c1,oc
      27      23      53      51       6       8  # hc,c,c1,oc
      28       6      36      12       9       8  # c,c1,c,oc
      29      28       8       9      12      14  # oc,c,c1,oc
      30      24      13      12       9       8  # hc,c1,c,oc
      31       8      51       6       8       9  # c,c1,oc,c
      32       6       9      12      36      39  # c,c1,c,oc
      33       5       9      12      36      37  # c,c1,c,hc
      34       5       9      12      36      38  # c,c1,c,hc
      35       8       9      12      14      15  # c,c1,oc,c
      36       5      36      12       9      10  # c,c1,c,hc
      37      23      10       9      12      14  # hc,c,c1,oc
      38      22      10       9      12      13  # hc,c,c1,hc
      39       5      36      12       9      11  # c,c1,c,hc
      40      23      11       9      12      14  # hc,c,c1,oc
      41      22      11       9      12      13  # hc,c,c1,hc
      42      12      12      36      39      40  # c1,c,oc,cp
      43       3      18      15      14      12  # c,c,oc,c1
      44      14      12      14      15      16  # c1,oc,c,hc
      45      14      12      14      15      17  # c1,oc,c,hc
      46      24      13      12      36      39  # hc,c1,c,oc
      47      22      37      36      12      13  # hc,c,c1,hc
      48      22      38      36      12      13  # hc,c,c1,hc
      49       9      15      14      12      13  # c,oc,c1,hc
      50      28      39      36      12      14  # oc,c,c1,oc
      51      23      37      36      12      14  # hc,c,c1,oc
      52      23      38      36      12      14  # hc,c,c1,oc
      53       2      21      18      15      14  # c,c,c,oc
      54      21      19      18      15      14  # hc,c,c,oc
      55      21      20      18      15      14  # hc,c,c,oc
      56       8      36      12      14      15  # c,c1,oc,c
      57       2      15      18      21      24  # c,c,c,oc
      58       1      15      18      21      22  # c,c,c,hc
      59       1      15      18      21      23  # c,c,c,hc
      60       1      21      18      15      16  # c,c,c,hc
      61      20      16      15      18      19  # hc,c,c,hc
      62      20      16      15      18      20  # hc,c,c,hc
      63       1      21      18      15      17  # c,c,c,hc
      64      20      17      15      18      19  # hc,c,c,hc
      65      20      17      15      18      20  # hc,c,c,hc
      66       4      18      21      24      25  # c,c,oc,cp
      67      21      19      18      21      24  # hc,c,c,oc
      68      20      19      18      21      22  # hc,c,c,hc
      69      20      19      18      21      23  # hc,c,c,hc
      70      21      20      18      21      24  # hc,c,c,oc
      71      20      20      18      21      22  # hc,c,c,hc
      72      20      20      18      21      23  # hc,c,c,hc
      73      10      21      24      25      26  # c,oc,cp,cp
      74      10      21      24      25      34  # c,oc,cp,cp
      75      18      25      24      21      22  # cp,oc,c,hc
      76      18      25      24      21      23  # cp,oc,c,hc
      77      17      28      26      25      24  # cp,cp,cp,oc
      78      27      27      26      25      24  # hc,cp,cp,oc
      79      17      32      34      25      24  # cp,cp,cp,oc
      80      27      35      34      25      24  # hc,cp,cp,oc
      81      15      25      26      28      30  # cp,cp,cp,cp
      82      16      25      26      28      29  # cp,cp,cp,hc
      83      15      25      34      32      30  # cp,cp,cp,cp
      84      16      25      34      32      33  # cp,cp,cp,hc
      85      15      26      25      34      32  # cp,cp,cp,cp
      86      16      26      25      34      35  # cp,cp,cp,hc
      87      15      26      28      30      32  # cp,cp,cp,cp
      88      16      26      28      30      31  # cp,cp,cp,hc
      89      16      34      25      26      27  # cp,cp,cp,hc
      90      16      30      28      26      27  # cp,cp,cp,hc
      91      26      27      26      28      29  # hc,cp,cp,hc
      92      15      28      26      25      34  # cp,cp,cp,cp
      93      15      28      30      32      34  # cp,cp,cp,cp
      94      16      28      30      32      33  # cp,cp,cp,hc
      95      16      32      30      28      29  # cp,cp,cp,hc
      96      26      29      28      30      31  # hc,cp,cp,hc
      97      16      30      32      34      35  # cp,cp,cp,hc
      98      16      34      32      30      31  # cp,cp,cp,hc
      99      26      31      30      32      33  # hc,cp,cp,hc
     100      26      33      32      34      35  # hc,cp,cp,hc
     101      10      36      39      40      41  # c,oc,cp,cp
     102      10      36      39      40      49  # c,oc,cp,cp
     103      18      40      39      36      37  # cp,oc,c,hc
     104      18      40      39      36      38  # cp,oc,c,hc
     105      17      43      41      40      39  # cp,cp,cp,oc
     106      27      42      41      40      39  # hc,cp,cp,oc
     107      17      47      49      40      39  # cp,cp,cp,oc
     108      27      50      49      40      39  # hc,cp,cp,oc
     109      15      40      41      43      45  # cp,cp,cp,cp
     110      16      40      41      43      44  # cp,cp,cp,hc
     111      15      40      49      47      45  # cp,cp,cp,cp
     112      16      40      49      47      48  # cp,cp,cp,hc
     113      15      41      40      49      47  # cp,cp,cp,cp
     114      16      41      40      49      50  # cp,cp,cp,hc
     115      15      41      43      45      47  # cp,cp,cp,cp
     116      16      41      43      45      46  # cp,cp,cp,hc
     117      16      49      40      41      42  # cp,cp,cp,hc
     118      16      45      43      41      42  # cp,cp,cp,hc
     119      26      42      41      43      44  # hc,cp,cp,hc
     120      15      43      41      40      49  # cp,cp,cp,cp
     121      15      43      45      47      49  # cp,cp,cp,cp
     122      16      43      45      47      48  # cp,cp,cp,hc
     123      16      47      45      43      44  # cp,cp,cp,hc
     124      26      44      43      45      46  # hc,cp,cp,hc
     125      16      45      47      49      50  # cp,cp,cp,hc
     126      16      49      47      45      46  # cp,cp,cp,hc
     127      26      46      45      47      48  # hc,cp,cp,hc
     128      26      48      47      49      50  # hc,cp,cp,hc
     129      10      51      54      55      56  # c,oc,cp,cp
     130      10      51      54      55      64  # c,oc,cp,cp
     131      18      55      54      51      52  # cp,oc,c,hc
     132      18      55      54      51      53  # cp,oc,c,hc
     133      17      58      56      55      54  # cp,cp,cp,oc
     134      27      57      56      55      54  # hc,cp,cp,oc
     135      17      62      64      55      54  # cp,cp,cp,oc
     136      27      65      64      55      54  # hc,cp,cp,oc
     137      15      55      56      58      60  # cp,cp,cp,cp
     138      16      55      56      58      59  # cp,cp,cp,hc
     139      15      55      64      62      60  # cp,cp,cp,cp
     140      16      55      64      62      63  # cp,cp,cp,hc
     141      15      56      55      64      62  # cp,cp,cp,cp
     142      16      56      55      64      65  # cp,cp,cp,hc
     143      15      56      58      60      62  # cp,cp,cp,cp
     144      16      56      58      60      61  # cp,cp,cp,hc
     145      16      64      55      56      57  # cp,cp,cp,hc
     146      16      60      58      56      57  # cp,cp,cp,hc
     147      26      57      56      58      59  # hc,cp,cp,hc
     148      15      58      56      55      64  # cp,cp,cp,cp
     149      15      58      60      62      64  # cp,cp,cp,cp
     150      16      58      60      62      63  # cp,cp,cp,hc
     151      16      62      60      58      59  # cp,cp,cp,hc
     152      26      59      58      60      61  # hc,cp,cp,hc
     153      16      60      62      64      65  # cp,cp,cp,hc
     154      16      64      62      60      61  # cp,cp,cp,hc
     155      26      61      60      62      63  # hc,cp,cp,hc
     156      26      63      62      64      65  # hc,cp,cp,hc

Impropers

       1       7       6       3       4       1  # c1,c,hc,oh
       2       7       6       3       5       1  # c1,c,hc,oh
       3      10       4       3       5       1  # hc,c,hc,oh
       4       5       6       3       4       5  # c1,c,hc,hc
       5      12       3       6      51       8  # c,c1,c,oc
       6      11       3       6      51       7  # c,c1,c,hc
       7      13       3       6       8       7  # c,c1,oc,hc
       8      13      51       6       8       7  # c,c1,oc,hc
       9       6      12       9      10       8  # c1,c,hc,oc
      10       6      12       9      11       8  # c1,c,hc,oc
      11       9      10       9      11       8  # hc,c,hc,oc
      12       5      12       9      10      11  # c1,c,hc,hc
      13      12       9      12      36      14  # c,c1,c,oc
      14      11       9      12      36      13  # c,c1,c,hc
      15      13       9      12      14      13  # c,c1,oc,hc
      16      13      36      12      14      13  # c,c1,oc,hc
      17       3      18      15      16      14  # c,c,hc,oc
      18       3      18      15      17      14  # c,c,hc,oc
      19       9      16      15      17      14  # hc,c,hc,oc
      20       2      18      15      16      17  # c,c,hc,hc
      21       1      15      18      21      19  # c,c,c,hc
      22       1      15      18      21      20  # c,c,c,hc
      23       2      15      18      19      20  # c,c,hc,hc
      24       2      21      18      19      20  # c,c,hc,hc
      25       4      18      21      24      22  # c,c,oc,hc
      26       4      18      21      24      23  # c,c,oc,hc
      27       2      18      21      22      23  # c,c,hc,hc
      28       9      22      21      23      24  # hc,c,hc,oc
      29      15      26      25      34      24  # cp,cp,cp,oc
      30      14      25      26      28      27  # cp,cp,cp,hc
      31      14      26      28      30      29  # cp,cp,cp,hc
      32      14      28      30      32      31  # cp,cp,cp,hc
      33      14      30      32      34      33  # cp,cp,cp,hc
      34      14      32      34      25      35  # cp,cp,cp,hc
      35       8      12      36      39      37  # c1,c,oc,hc
      36       8      12      36      39      38  # c1,c,oc,hc
      37       5      12      36      37      38  # c1,c,hc,hc
      38       9      37      36      38      39  # hc,c,hc,oc
      39      15      41      40      49      39  # cp,cp,cp,oc
      40      14      40      41      43      42  # cp,cp,cp,hc
      41      14      41      43      45      44  # cp,cp,cp,hc
      42      14      43      45      47      46  # cp,cp,cp,hc
      43      14      45      47      49      48  # cp,cp,cp,hc
      44      14      47      49      40      50  # cp,cp,cp,hc
      45       8       6      51      54      52  # c1,c,oc,hc
      46       8       6      51      54      53  # c1,c,oc,hc
      47       5       6      51      52      53  # c1,c,hc,hc
      48       9      52      51      53      54  # hc,c,hc,oc
      49      15      56      55      64      54  # cp,cp,cp,oc
      50      14      55      56      58      57  # cp,cp,cp,hc
      51      14      56      58      60      59  # cp,cp,cp,hc
      52      14      58      60      62      61  # cp,cp,cp,hc
      53      14      60      62      64      63  # cp,cp,cp,hc
      54      14      62      64      55      65  # cp,cp,cp,hc

